player_id,frame,broadcast_x,broadcast_y,broadcast_w,broadcast_h,tacticam_x,tacticam_y,tacticam_w,tacticam_h
0,0,1459.408935546875,826.4534912109375,70.8560791015625,170.87841796875,,,,
0,0,1398.744873046875,481.2256164550781,78.1505126953125,89.27142333984375,,,,
0,3,,,,,1681.86181640625,493.24749755859375,33.920654296875,60.6650390625
0,4,,,,,1730.92822265625,353.5937805175781,39.800537109375,62.6817626953125
0,5,1598.2569580078125,774.7296752929688,85.261962890625,131.2247314453125,1315.894775390625,850.4637451171875,46.1976318359375,77.162109375
0,5,1681.5194091796875,480.7499084472656,62.461669921875,79.84100341796875,,,,
0,5,1491.65283203125,460.1199645996094,48.2935791015625,84.804931640625,,,,
0,6,1601.155517578125,772.4130859375,101.148193359375,121.49395751953125,,,,
0,6,1677.9854736328125,481.3843994140625,67.22021484375,74.44482421875,,,,
0,6,1498.4886474609375,461.77655029296875,57.6123046875,84.98291015625,,,,
0,6,1486.57373046875,431.1507568359375,36.0911865234375,67.10980224609375,,,,
0,7,1681.445068359375,485.9334411621094,62.173095703125,78.42462158203125,896.5244140625,608.2586669921875,49.06329345703125,64.43536376953125
0,7,1596.3248291015625,773.0011596679688,98.72314453125,118.319091796875,,,,
0,7,1503.51513671875,465.994873046875,57.8221435546875,83.26181030273438,,,,
0,8,1577.3199462890625,778.8892822265625,73.271728515625,121.673583984375,890.2694091796875,608.3165283203125,43.5311279296875,63.64617919921875
0,8,1682.1632080078125,491.0120544433594,38.694580078125,81.60284423828125,,,,
0,8,1507.4417724609375,471.1630859375,45.129150390625,85.41506958007812,,,,
0,9,1589.4697265625,783.3795166015625,105.47021484375,124.06109619140625,910.2052001953125,180.8045654296875,32.9736328125,49.68603515625
0,10,,,,,907.1746215820312,180.74533081054688,27.651123046875,48.605804443359375
0,11,,,,,364.3095703125,394.5491638183594,51.65863037109375,55.8760986328125
0,12,,,,,363.2474670410156,390.4721374511719,51.65899658203125,49.74481201171875
0,13,,,,,361.4319763183594,390.2602844238281,50.68768310546875,51.4002685546875
0,14,,,,,439.7691345214844,228.80868530273438,46.41192626953125,55.97892761230469
0,15,,,,,440.361572265625,228.87071228027344,47.723876953125,55.455963134765625
0,16,,,,,313.91278076171875,537.7140502929688,47.622100830078125,64.23788452148438
0,17,1329.3687744140625,527.9927978515625,42.236083984375,71.01177978515625,,,,
0,21,906.0228881835938,662.9534912109375,79.9349365234375,96.0494384765625,,,,
0,22,907.329345703125,662.0247802734375,71.354736328125,101.31121826171875,,,,
0,23,905.19873046875,662.4746704101562,59.983154296875,99.5606689453125,,,,
0,28,909.5300903320312,645.726318359375,60.677490234375,109.06646728515625,,,,
0,29,904.7400512695312,645.957763671875,72.1917724609375,107.58013916015625,,,,
0,29,939.3145751953125,588.7341918945312,54.712646484375,90.2171630859375,,,,
0,30,941.9205322265625,587.1903076171875,57.3046875,87.62646484375,,,,
0,30,907.6857299804688,646.814208984375,64.8028564453125,109.267333984375,,,,
0,31,905.6499633789062,649.5264282226562,58.3348388671875,106.3577880859375,,,,
0,32,903.7867431640625,649.091552734375,47.17071533203125,103.77557373046875,,,,
0,33,901.6646118164062,648.2733154296875,43.55859375,105.51385498046875,,,,
0,34,902.74658203125,646.4600219726562,43.7237548828125,108.1014404296875,,,,
0,35,906.263671875,644.23681640625,46.5084228515625,107.767333984375,,,,
0,35,1618.73681640625,610.97021484375,48.5068359375,103.063720703125,,,,
0,36,908.5552978515625,643.7258911132812,53.81671142578125,110.1529541015625,,,,
0,37,910.3509521484375,642.06591796875,64.3759765625,105.74267578125,,,,
0,38,912.1569213867188,641.76806640625,68.3807373046875,104.97601318359375,,,,
0,39,914.314453125,643.0828247070312,67.253173828125,103.1473388671875,,,,
0,40,915.9362182617188,644.2332153320312,64.3392333984375,103.8218994140625,,,,
0,41,916.6298217773438,643.905517578125,61.4066162109375,103.53680419921875,,,,
0,42,915.853515625,644.0927734375,52.41705322265625,104.70941162109375,,,,
0,43,918.2178955078125,643.6607055664062,43.1407470703125,106.4381103515625,,,,
0,44,922.6256103515625,643.668701171875,46.5120849609375,108.05584716796875,,,,
0,44,740.6492919921875,729.5093994140625,47.93084716796875,117.6361083984375,,,,
0,45,928.4959106445312,643.8448486328125,49.7552490234375,108.31256103515625,,,,
0,45,744.56787109375,726.1495361328125,48.47900390625,116.96685791015625,,,,
0,46,747.30810546875,721.0911865234375,45.7099609375,110.55816650390625,,,,
0,47,750.79931640625,721.2240600585938,45.48931884765625,111.5462646484375,,,,
0,48,752.9569702148438,722.0260620117188,43.932861328125,112.6536865234375,313.29541015625,688.9822998046875,31.753326416015625,62.9560546875
0,49,757.4918212890625,723.4356689453125,43.45654296875,114.52203369140625,,,,
0,50,759.7071533203125,721.8067626953125,39.50341796875,113.19708251953125,,,,
0,51,765.8343505859375,721.8339233398438,40.35369873046875,114.4332275390625,,,,
0,52,771.931884765625,717.6615600585938,45.99334716796875,105.8446044921875,,,,
0,52,1081.4139404296875,577.3566284179688,44.299072265625,76.3743896484375,,,,
0,53,1086.60107421875,581.0546264648438,43.6676025390625,80.0272216796875,,,,
0,54,1091.3155517578125,579.625732421875,37.34228515625,72.54931640625,,,,
0,55,1092.957275390625,581.914306640625,43.08203125,68.3702392578125,,,,
0,56,1096.0404052734375,581.4144287109375,49.091552734375,70.43145751953125,,,,
0,57,1100.5853271484375,582.3601684570312,48.759033203125,71.860107421875,411.77435302734375,475.880859375,33.9239501953125,52.256591796875
0,58,,,,,1229.1793212890625,411.6197204589844,30.614990234375,49.62542724609375
0,59,,,,,769.4866333007812,375.61480712890625,30.4063720703125,47.2877197265625
0,60,,,,,1884.66357421875,1054.173828125,26.228759765625,51.6524658203125
0,61,,,,,1882.51025390625,1053.35546875,26.19873046875,53.2890625
0,63,,,,,437.83148193359375,415.162353515625,31.779052734375,49.93707275390625
0,64,,,,,792.515380859375,222.94088745117188,35.82073974609375,38.146453857421875
0,65,1495.429443359375,502.17681884765625,26.5987548828125,55.4322509765625,1880.56396484375,1051.0428466796875,34.2681884765625,57.03167724609375
0,66,,,,,1876.661865234375,1050.1524658203125,30.927978515625,56.530029296875
0,67,,,,,1875.393310546875,1049.590576171875,29.78173828125,55.5047607421875
